"V1" "V2" "V3" "V4"
"1741" 0.1 0.96 0.03 0.91
"1742" 0.46 0.92 0.3 0.89
"1743" 0.99 0.98 0.97 0.96
"1744" 0.99 0.91 0.98 0.83
"1745" 0.018 0.026 0.011 0.015
"1746" 0.71 0.95 0.65 0.94
"1747" 0.24 0.99 0.024 0.94
"1748" 0.96 0.96 0.96 0.96
"1749" 0.98 0.98 0.99 0.99
"1750" 0.81 0.96 0.99 0.99
"1751" 0.94 0.97 0.98 0.99
"1752" 0.89 0.97 0.94 0.98
"1753" 0.46 0.76 0.41 0.73
"1754" 0.99 0.97 0.95 0.91
"1755" 0.99 0.98 0.98 0.93
"1756" 0.99 0.96 0.99 0.96
"1757" 0.7 0.13 0.84 0.27
"1758" 0.64 0.12 0.87 0.39
"1759" 0.7 0.12 0.96 0.7
"1760" 0.17 0.0309999999999999 0.84 0.42
"1761" 0.002 0.002 0.014 0.019
"1762" 0.001 0.002 0.001 0.002
"1763" 0.001 0.002 0.001 0.001
"1764" 0.001 0.001 0.001 0.001
"1765" 0.64 0.74 0.65 0.75
"1766" 0.43 0.34 0.42 0.33
"1767" 0.99 0.96 0.91 0.73
"1768" 0.97 0.95 0.99 0.99
"1769" 0.99 0.99 0.99 0.99
"1770" 0.9 0.8 0.001 0.001
"1771" 0.99 0.99 0.99 0.99
"1772" 0.92 0.9 0.99 0.99
"1773" 0.98 0.98 0.96 0.96
"1774" 0.084 0.95 0.0329999999999999 0.91
"1775" 0.99 0.96 0.97 0.91
"1776" 0.89 0.85 0.93 0.9
"1777" 0.00600000000000001 0.001 0.0519999999999999 0.002
"1778" 0.97 0.97 0.99 0.99
"1779" 0.99 0.99 0.99 0.99
"1780" 0.99 0.99 0.99 0.99
"1781" 0.99 0.99 0.99 0.99
"1782" 0.002 0.01 0.087 0.42
"1783" 0.73 0.89 0.95 0.98
"1784" 0.001 0.0519999999999999 0.003 0.33
"1785" 0.34 0.002 0.74 0.00700000000000001
"1786" 0.003 0.0629999999999999 0.018 0.37
"1787" 0.001 0.001 0.001 0.001
"1788" 0.001 0.001 0.001 0.001
"1789" 0.084 0.013 0.28 0.0389999999999999
"1790" 0.00600000000000001 0.00900000000000001 0.23 0.26
"1791" 0.99 0.95 0.99 0.99
"1792" 0.001 0.003 0.003 0.00600000000000001
"1793" 0.001 0.003 0.001 0.001
"1794" 0.001 0.002 0.001 0.001
"1795" 0.017 0.032 0.0419999999999999 0.077
"1796" 0.00600000000000001 0.001 0.011 0.002
"1797" 0.84 0.19 0.82 0.16
"1798" 0.99 0.96 0.99 0.97
"1799" 0.11 0.2 0.00600000000000001 0.012
"1800" 0.001 0.00600000000000001 0.001 0.001
"1801" 0.002 0.51 0.001 0.032
"1802" 0.013 0.09 0.001 0.002
"1803" 0.0559999999999999 0.5 0.014 0.17
"1804" 0.00800000000000001 0.003 0.0659999999999999 0.021
"1805" 0.004 0.015 0.0659999999999999 0.21
"1806" 0.002 0.003 0.00800000000000001 0.012
"1807" 0.001 0.0569999999999999 0.003 0.42
"1808" 0.001 0.012 0.002 0.069
"1809" 0.001 0.091 0.001 0.2
"1810" 0.001 0.25 0.00700000000000001 0.85
"1811" 0.001 0.078 0.001 0.15
"1812" 0.001 0.16 0.023 0.84
"1813" 0.001 0.034 0.002 0.37
"1814" 0.001 0.001 0.001 0.001
"1815" 0.001 0.004 0.011 0.0499999999999999
"1816" 0.001 0.001 0.003 0.00600000000000001
"1817" 0.001 0.001 0.001 0.001
"1818" 0.001 0.001 0.001 0.001
"1819" 0.001 0.001 0.001 0.001
"1820" 0.001 0.001 0.001 0.001
"1821" 0.001 0.001 0.001 0.001
"1822" 0.001 0.001 0.001 0.001
"1823" 0.004 0.93 0.0479999999999999 0.99
"1824" 0.89 0.88 0.81 0.8
"1825" 0.001 0.00700000000000001 0.002 0.00800000000000001
"1826" 0.001 0.0289999999999999 0.001 0.17
"1827" 0.00700000000000001 0.35 0.0589999999999999 0.82
"1828" 0.011 0.39 0.083 0.83
"1829" 0.11 0.45 0.073 0.34
"1830" 0.001 0.0579999999999999 0.001 0.11
"1831" 0.003 0.02 0.001 0.00700000000000001
"1832" 0.005 0.016 0.002 0.004
"1833" 0.25 0.023 0.24 0.023
"1834" 0.003 0.00700000000000001 0.004 0.00800000000000001
"1835" 0.99 0.99 0.99 0.99
"1836" 0.99 0.99 0.99 0.99
"1837" 0.94 0.88 0.98 0.97
"1838" 0.001 0.001 0.001 0.002
"1839" 0.001 0.003 0.001 0.001
"1840" 0.001 0.001 0.001 0.001
"1841" 0.001 0.19 0.001 0.082
"1842" 0.001 0.012 0.001 0.015
"1843" 0.003 0.003 0.00800000000000001 0.00800000000000001
"1844" 0.001 0.001 0.001 0.001
"1845" 0.001 0.001 0.001 0.002
"1846" 0.001 0.001 0.001 0.003
"1847" 0.74 0.88 0.85 0.93
"1848" 0.00700000000000001 0.77 0.002 0.44
"1849" 0.003 0.71 0.003 0.72
"1850" 0.003 0.88 0.001 0.78
"1851" 0.019 0.8 0.003 0.38
"1852" 0.001 0.003 0.001 0.001
"1853" 0.001 0.001 0.001 0.001
"1854" 0.002 0.8 0.001 0.087
"1855" 0.21 0.89 0.01 0.27
"1856" 0.29 0.93 0.0469999999999999 0.72
"1857" 0.74 0.9 0.0369999999999999 0.17
"1858" 0.027 0.18 0.00700000000000001 0.0479999999999999
"1859" 0.83 0.97 0.33 0.82
"1860" 0.99 0.99 0.99 0.99
"1861" 0.16 0.58 0.025 0.14
"1862" 0.0389999999999999 0.73 0.091 0.84
"1863" 0.00600000000000001 0.3 0.005 0.26
"1864" 0.004 0.00600000000000001 0.003 0.004
"1865" 0.001 0.12 0.001 0.026
"1866" 0.001 0.083 0.001 0.00600000000000001
"1867" 0.003 0.001 0.001 0.001
"1868" 0.9 0.98 0.12 0.59
"1869" 0.64 0.98 0.02 0.65
"1870" 0.96 0.99 0.31 0.79
"1871" 0.92 0.98 0.0369999999999999 0.29
"1872" 0.0419999999999999 0.14 0.001 0.003
"1873" 0.76 0.98 0.26 0.9
"1874" 0.93 0.98 0.88 0.96
"1875" 0.95 0.92 0.96 0.93
"1876" 0.076 0.28 0.3 0.67
"1877" 0.15 0.87 0.35 0.93
"1878" 0.005 0.26 0.00600000000000001 0.29
"1879" 0.51 0.99 0.0569999999999999 0.96
"1880" 0.78 0.98 0.2 0.86
"1881" 0.96 0.87 0.76 0.41
"1882" 0.99 0.99 0.99 0.99
"1883" 0.01 0.011 0.0439999999999999 0.0429999999999999
"1884" 0.002 0.001 0.004 0.002
"1885" 0.00600000000000001 0.002 0.011 0.003
"1886" 0.4 0.097 0.58 0.18
"1887" 0.35 0.13 0.68 0.38
"1888" 0.24 0.78 0.47 0.88
"1889" 0.98 0.83 0.49 0.036
"1890" 0.52 0.94 0.6 0.95
"1891" 0.99 0.97 0.99 0.97
"1892" 0.75 0.56 0.99 0.99
"1893" 0.55 0.91 0.97 0.99
"1894" 0.76 0.013 0.99 0.95
"1895" 0.002 0.002 0.43 0.39
"1896" 0.99 0.99 0.99 0.99
"1897" 0.00800000000000001 0.23 0.21 0.88
"1898" 0.11 0.13 0.89 0.9
"1899" 0.001 0.22 0.004 0.76
"1900" 0.99 0.92 0.99 0.87
"1901" 0.65 0.96 0.16 0.83
"1902" 0.34 0.79 0.085 0.46
"1903" 0.42 0.36 0.27 0.24
"1904" 0.28 0.0309999999999999 0.14 0.016
"1905" 0.12 0.081 0.016 0.013
"1906" 0.99 0.99 0.99 0.99
"1907" 0.95 0.98 0.95 0.98
"1908" 0.99 0.99 0.99 0.99
"1909" 0.001 0.001 0.005 0.001
"1910" 0.29 0.15 0.79 0.65
"1911" 0.41 0.43 0.75 0.75
"1912" 0.0479999999999999 0.016 0.00600000000000001 0.003
"1913" 0.8 0.98 0.13 0.79
"1914" 0.99 0.94 0.98 0.9
"1915" 0.99 0.98 0.99 0.97
"1916" 0.92 0.54 0.99 0.94
"1917" 0.99 0.99 0.99 0.99
"1918" 0.91 0.79 0.72 0.43
"1919" 0.99 0.98 0.99 0.99
"1920" 0.95 0.31 0.97 0.48
"1921" 0.99 0.99 0.99 0.99
"1922" 0.85 0.09 0.94 0.25
"1923" 0.99 0.99 0.99 0.99
"1924" 0.99 0.86 0.99 0.99
"1925" 0.99 0.15 0.99 0.84
"1926" 0.99 0.99 0.99 0.99
"1927" 0.95 0.7 0.84 0.27
"1928" 0.97 0.61 0.99 0.86
"1929" 0.97 0.96 0.99 0.99
"1930" 0.99 0.96 0.99 0.99
"1931" 0.98 0.81 0.99 0.9
"1932" 0.96 0.48 0.99 0.95
"1933" 0.35 0.021 0.85 0.2
"1934" 0.99 0.94 0.99 0.97
"1935" 0.95 0.85 0.94 0.83
"1936" 0.99 0.99 0.99 0.99
"1937" 0.8 0.78 0.94 0.92
"1938" 0.98 0.89 0.99 0.95
"1939" 0.82 0.67 0.95 0.89
"1940" 0.85 0.51 0.96 0.85
"1941" 0.0549999999999999 0.028 0.25 0.12
"1942" 0.1 0.27 0.23 0.49
"1943" 0.02 0.013 0.015 0.011
"1944" 0.13 0.16 0.24 0.27
"1945" 0.0419999999999999 0.00800000000000001 0.026 0.005
"1946" 0.31 0.44 0.44 0.57
"1947" 0.8 0.33 0.95 0.78
"1948" 0.84 0.55 0.91 0.72
"1949" 0.95 0.8 0.94 0.78
"1950" 0.95 0.71 0.97 0.82
"1951" 0.97 0.71 0.98 0.73
"1952" 0.78 0.31 0.69 0.21
"1953" 0.93 0.81 0.42 0.16
"1954" 0.87 0.77 0.086 0.0539999999999999
"1955" 0.0419999999999999 0.027 0.0349999999999999 0.024
"1956" 0.21 0.15 0.12 0.093
"1957" 0.56 0.2 0.17 0.0469999999999999
"1958" 0.95 0.77 0.92 0.66
"1959" 0.86 0.68 0.87 0.71
"1960" 0.087 0.11 0.081 0.11
"1961" 0.0539999999999999 0.095 0.0659999999999999 0.12
"1962" 0.0389999999999999 0.24 0.0289999999999999 0.19
"1963" 0.004 0.038 0.004 0.0409999999999999
"1964" 0.012 0.48 0.00900000000000001 0.41
"1965" 0.13 0.46 0.0459999999999999 0.21
"1966" 0.14 0.64 0.0559999999999999 0.4
"1967" 0.00600000000000001 0.036 0.004 0.025
"1968" 0.11 0.31 0.019 0.07
"1969" 0.079 0.52 0.02 0.19
"1970" 0.036 0.42 0.00900000000000001 0.13
"1971" 0.15 0.79 0.016 0.27
"1972" 0.88 0.96 0.63 0.88
"1973" 0.0559999999999999 0.19 0.016 0.0609999999999999
"1974" 0.082 0.36 0.0529999999999999 0.25
"1975" 0.85 0.81 0.69 0.65
"1976" 0.0509999999999999 0.27 0.00800000000000001 0.0459999999999999
"1977" 0.018 0.0649999999999999 0.003 0.011
"1978" 0.36 0.82 0.0289999999999999 0.25
"1979" 0.79 0.9 0.18 0.48
"1980" 0.44 0.76 0.0309999999999999 0.14
"1981" 0.64 0.84 0.0519999999999999 0.21
"1982" 0.72 0.91 0.23 0.68
"1983" 0.28 0.18 0.19 0.12
"1984" 0.27 0.34 0.13 0.18
"1985" 0.99 0.97 0.96 0.82
"1986" 0.96 0.86 0.98 0.91
"1987" 0.14 0.23 0.27 0.42
"1988" 0.0609999999999999 0.08 0.0529999999999999 0.069
"1989" 0.89 0.78 0.9 0.78
"1990" 0.13 0.13 0.29 0.28
"1991" 0.31 0.83 0.4 0.86
"1992" 0.57 0.69 0.58 0.71
"1993" 0.54 0.86 0.62 0.89
"1994" 0.29 0.57 0.094 0.26
"1995" 0.22 0.89 0.29 0.92
"1996" 0.31 0.7 0.22 0.61
"1997" 0.11 0.29 0.0479999999999999 0.15
"1998" 0.63 0.86 0.29 0.71
"1999" 0.28 0.59 0.22 0.52
"2000" 0.71 0.79 0.41 0.58
"2001" 0.25 0.14 0.0499999999999999 0.0289999999999999
"2002" 0.88 0.73 0.74 0.47
"2003" 0.23 0.26 0.0369999999999999 0.0469999999999999
"2004" 0.18 0.38 0.025 0.07
"2005" 0.67 0.83 0.2 0.49
"2006" 0.72 0.79 0.26 0.43
"2007" 0.44 0.64 0.23 0.43
"2008" 0.096 0.2 0.0559999999999999 0.12
"2009" 0.61 0.89 0.16 0.66
"2010" 0.95 0.87 0.89 0.74
"2011" 0.91 0.8 0.96 0.9
"2012" 0.48 0.31 0.63 0.44
"2013" 0.25 0.22 0.22 0.2
"2014" 0.37 0.46 0.22 0.29
"2015" 0.0579999999999999 0.081 0.0289999999999999 0.0419999999999999
"2016" 0.11 0.35 0.12 0.39
"2017" 0.0629999999999999 0.85 0.0329999999999999 0.8
"2018" 0.18 0.55 0.12 0.46
"2019" 0.66 0.79 0.67 0.8
"2020" 0.52 0.55 0.32 0.36
"2021" 0.66 0.68 0.75 0.76
"2022" 0.81 0.73 0.9 0.84
"2023" 0.14 0.62 0.14 0.64
"2024" 0.73 0.73 0.75 0.75
"2025" 0.33 0.74 0.27 0.72
"2026" 0.81 0.7 0.78 0.65
"2027" 0.48 0.83 0.2 0.67
"2028" 0.67 0.93 0.17 0.73
"2029" 0.19 0.87 0.02 0.51
"2030" 0.077 0.16 0.00800000000000001 0.019
"2031" 0.46 0.72 0.19 0.45
"2032" 0.22 0.27 0.088 0.11
"2033" 0.78 0.83 0.45 0.58
"2034" 0.81 0.65 0.56 0.31
"2035" 0.97 0.91 0.92 0.8
"2036" 0.04 0.0549999999999999 0.011 0.014
"2037" 0.038 0.017 0.01 0.004
"2038" 0.12 0.082 0.018 0.013
"2039" 0.86 0.78 0.48 0.31
"2040" 0.98 0.91 0.97 0.89
"2041" 0.9 0.77 0.92 0.8
"2042" 0.51 0.34 0.2 0.11
"2043" 0.99 0.96 0.99 0.98
"2044" 0.88 0.79 0.97 0.94
"2045" 0.84 0.2 0.92 0.38
"2046" 0.85 0.48 0.91 0.64
"2047" 0.28 0.0669999999999999 0.2 0.0419999999999999
"2048" 0.22 0.18 0.12 0.095
"2049" 0.45 0.19 0.73 0.43
"2050" 0.73 0.41 0.94 0.83
"2051" 0.42 0.2 0.79 0.58
"2052" 0.82 0.77 0.81 0.75
"2053" 0.57 0.89 0.61 0.9
"2054" 0.2 0.24 0.46 0.51
"2055" 0.88 0.83 0.77 0.68
"2056" 0.96 0.9 0.92 0.79
"2057" 0.7 0.66 0.28 0.24
"2058" 0.59 0.41 0.73 0.57
"2059" 0.73 0.37 0.95 0.83
"2060" 0.95 0.78 0.95 0.77
"2061" 0.75 0.17 0.81 0.22
"2062" 0.52 0.11 0.65 0.15
"2063" 0.12 0.0639999999999999 0.23 0.11
"2064" 0.0599999999999999 0.086 0.087 0.12
"2065" 0.86 0.84 0.84 0.83
"2066" 0.83 0.7 0.82 0.68
"2067" 0.32 0.4 0.39 0.47
"2068" 0.66 0.57 0.71 0.63
"2069" 0.89 0.73 0.91 0.77
"2070" 0.52 0.18 0.61 0.22
"2071" 0.44 0.11 0.47 0.11
"2072" 0.19 0.022 0.12 0.014
"2073" 0.75 0.3 0.7 0.22
"2074" 0.92 0.69 0.95 0.76
"2075" 0.99 0.97 0.99 0.98
"2076" 0.75 0.72 0.64 0.58
"2077" 0.99 0.95 0.99 0.98
"2078" 0.97 0.89 0.99 0.98
"2079" 0.75 0.13 0.96 0.66
"2080" 0.97 0.9 0.99 0.98
"2081" 0.97 0.94 0.99 0.99
"2082" 0.52 0.71 0.9 0.94
"2083" 0.1 0.46 0.46 0.83
"2084" 0.5 0.79 0.44 0.76
"2085" 0.0419999999999999 0.6 0.038 0.59
"2086" 0.3 0.72 0.19 0.62
"2087" 0.44 0.86 0.21 0.75
"2088" 0.3 0.68 0.13 0.45
"2089" 0.23 0.23 0.17 0.17
"2090" 0.96 0.93 0.94 0.89
"2091" 0.97 0.91 0.95 0.87
"2092" 0.93 0.77 0.95 0.82
"2093" 0.27 0.39 0.54 0.65
"2094" 0.33 0.78 0.56 0.88
"2095" 0.41 0.84 0.5 0.88
"2096" 0.79 0.8 0.89 0.89
"2097" 0.78 0.44 0.92 0.76
"2098" 0.84 0.61 0.92 0.79
"2099" 0.004 0.003 0.004 0.003
"2100" 0.47 0.45 0.93 0.92
"2101" 0.005 0.00900000000000001 0.004 0.00900000000000001
"2102" 0.00800000000000001 0.026 0.003 0.00800000000000001
"2103" 0.37 0.84 0.62 0.92
"2104" 0.96 0.42 0.99 0.83
"2105" 0.72 0.68 0.96 0.95
"2106" 0.59 0.62 0.91 0.91
"2107" 0.14 0.14 0.63 0.59
"2108" 0.0289999999999999 0.0649999999999999 0.26 0.46
"2109" 0.00800000000000001 0.2 0.0329999999999999 0.61
"2110" 0.082 0.29 0.38 0.72
"2111" 0.02 0.093 0.12 0.44
"2112" 0.1 0.14 0.12 0.17
"2113" 0.76 0.91 0.75 0.91
"2114" 0.81 0.76 0.84 0.79
"2115" 0.57 0.68 0.47 0.59
"2116" 0.28 0.71 0.44 0.8
"2117" 0.069 0.47 0.0419999999999999 0.35
"2118" 0.01 0.0679999999999999 0.00600000000000001 0.0389999999999999
"2119" 0.11 0.15 0.28 0.35
"2120" 0.0309999999999999 0.098 0.36 0.65
"2121" 0.6 0.61 0.83 0.83
"2122" 0.24 0.23 0.64 0.61
"2123" 0.088 0.075 0.28 0.23
"2124" 0.18 0.19 0.62 0.63
"2125" 0.4 0.24 0.62 0.43
"2126" 0.084 0.53 0.15 0.69
"2127" 0.46 0.75 0.44 0.74
"2128" 0.0349999999999999 0.55 0.004 0.1
"2129" 0.66 0.95 0.24 0.86
"2130" 0.56 0.83 0.53 0.82
"2131" 0.81 0.6 0.89 0.76
"2132" 0.58 0.69 0.36 0.49
"2133" 0.57 0.81 0.34 0.7
"2134" 0.45 0.92 0.21 0.83
"2135" 0.15 0.57 0.14 0.55
"2136" 0.0659999999999999 0.28 0.0469999999999999 0.22
"2137" 0.0669999999999999 0.16 0.026 0.0669999999999999
"2138" 0.1 0.1 0.0549999999999999 0.0549999999999999
"2139" 0.23 0.77 0.079 0.53
"2140" 0.41 0.74 0.16 0.5
"2141" 0.81 0.92 0.47 0.76
"2142" 0.95 0.96 0.75 0.78
"2143" 0.85 0.93 0.47 0.73
"2144" 0.47 0.83 0.077 0.4
"2145" 0.1 0.34 0.021 0.084
"2146" 0.73 0.76 0.68 0.71
"2147" 0.085 0.43 0.015 0.098
"2148" 0.28 0.49 0.085 0.19
"2149" 0.63 0.93 0.31 0.84
"2150" 0.56 0.31 0.57 0.32
"2151" 0.66 0.8 0.73 0.85
"2152" 0.43 0.79 0.28 0.71
"2153" 0.075 0.76 0.0309999999999999 0.59
"2154" 0.0569999999999999 0.91 0.022 0.83
"2155" 0.31 0.97 0.0589999999999999 0.91
"2156" 0.7 0.93 0.52 0.89
"2157" 0.57 0.88 0.28 0.76
"2158" 0.63 0.83 0.27 0.6
"2159" 0.073 0.87 0.026 0.75
"2160" 0.77 0.77 0.8 0.79
"2161" 0.024 0.15 0.014 0.094
"2162" 0.24 0.5 0.23 0.5
"2163" 0.11 0.82 0.016 0.4
"2164" 0.19 0.51 0.0349999999999999 0.13
"2165" 0.24 0.97 0.017 0.75
"2166" 0.6 0.87 0.12 0.5
"2167" 0.86 0.93 0.35 0.61
"2168" 0.92 0.83 0.82 0.64
"2169" 0.94 0.88 0.93 0.87
"2170" 0.83 0.76 0.91 0.88
"2171" 0.96 0.93 0.98 0.97
"2172" 0.8 0.71 0.91 0.86
"2173" 0.91 0.76 0.87 0.65
"2174" 0.004 0.005 0.004 0.005
"2175" 0.89 0.87 0.91 0.89
"2176" 0.33 0.63 0.41 0.7
"2177" 0.36 0.71 0.23 0.6
"2178" 0.22 0.83 0.077 0.65
"2179" 0.76 0.64 0.57 0.39
"2180" 0.4 0.89 0.0669999999999999 0.57
"2181" 0.68 0.95 0.27 0.84
"2182" 0.78 0.81 0.85 0.87
"2183" 0.79 0.84 0.79 0.84
"2184" 0.16 0.55 0.0629999999999999 0.29
"2185" 0.47 0.87 0.36 0.84
"2186" 0.74 0.73 0.65 0.64
"2187" 0.85 0.55 0.66 0.22
"2188" 0.76 0.56 0.73 0.51
"2189" 0.8 0.87 0.71 0.81
"2190" 0.33 0.089 0.49 0.15
"2191" 0.76 0.39 0.81 0.48
"2192" 0.45 0.22 0.41 0.18
"2193" 0.13 0.014 0.13 0.014
"2194" 0.4 0.021 0.78 0.11
"2195" 0.94 0.86 0.9 0.78
"2196" 0.99 0.98 0.99 0.98
"2197" 0.83 0.81 0.81 0.79
"2198" 0.52 0.57 0.083 0.096
"2199" 0.41 0.86 0.26 0.79
"2200" 0.77 0.6 0.86 0.75
"2201" 0.77 0.8 0.59 0.65
"2202" 0.85 0.93 0.85 0.93
"2203" 0.48 0.84 0.18 0.64
"2204" 0.003 0.004 0.001 0.001
"2205" 0.21 0.69 0.077 0.41
"2206" 0.001 0.001 0.001 0.001
"2207" 0.71 0.84 0.63 0.8
"2208" 0.95 0.84 0.98 0.93
"2209" 0.97 0.91 0.97 0.9
"2210" 0.99 0.98 0.99 0.97
"2211" 0.98 0.97 0.94 0.9
"2212" 0.44 0.71 0.11 0.29
"2213" 0.73 0.85 0.28 0.52
"2214" 0.92 0.87 0.87 0.78
"2215" 0.87 0.6 0.9 0.68
"2216" 0.52 0.12 0.62 0.16
"2217" 0.55 0.084 0.34 0.0369999999999999
"2218" 0.81 0.56 0.75 0.43
"2219" 0.99 0.98 0.99 0.96
"2220" 0.94 0.95 0.9 0.91
"2221" 0.64 0.72 0.31 0.43
"2222" 0.71 0.94 0.19 0.72
"2223" 0.64 0.92 0.2 0.72
"2224" 0.55 0.88 0.2 0.69
"2225" 0.14 0.11 0.084 0.0609999999999999
"2226" 0.55 0.15 0.3 0.0629999999999999
"2227" 0.88 0.4 0.77 0.18
"2228" 0.99 0.99 0.99 0.99
"2229" 0.98 0.94 0.98 0.95
"2230" 0.95 0.87 0.91 0.75
"2231" 0.99 0.98 0.98 0.97
"2232" 0.98 0.96 0.98 0.95
"2233" 0.75 0.72 0.62 0.58
"2234" 0.95 0.91 0.93 0.88
"2235" 0.75 0.91 0.8 0.93
"2236" 0.85 0.91 0.93 0.96
"2237" 0.82 0.98 0.92 0.99
"2238" 0.89 0.76 0.98 0.95
"2239" 0.43 0.73 0.85 0.94
"2240" 0.12 0.85 0.53 0.97
"2241" 0.38 0.9 0.69 0.96
"2242" 0.48 0.91 0.71 0.96
"2243" 0.96 0.92 0.98 0.96
"2244" 0.75 0.15 0.89 0.4
"2245" 0.27 0.13 0.4 0.21
"2246" 0.44 0.11 0.76 0.35
"2247" 0.85 0.76 0.95 0.91
"2248" 0.88 0.21 0.98 0.8
"2249" 0.94 0.63 0.98 0.88
"2250" 0.99 0.98 0.99 0.99
"2251" 0.97 0.82 0.98 0.83
"2252" 0.86 0.77 0.81 0.69
"2253" 0.8 0.8 0.41 0.38
"2254" 0.82 0.52 0.78 0.41
"2255" 0.64 0.086 0.58 0.0639999999999999
"2256" 0.5 0.027 0.24 0.011
"2257" 0.78 0.0549999999999999 0.59 0.019
"2258" 0.81 0.13 0.73 0.074
"2259" 0.92 0.51 0.93 0.58
"2260" 0.78 0.08 0.73 0.0559999999999999
"2261" 0.8 0.13 0.92 0.39
"2262" 0.8 0.074 0.98 0.72
"2263" 0.72 0.37 0.96 0.89
"2264" 0.9 0.14 0.99 0.83
"2265" 0.88 0.23 0.99 0.94
"2266" 0.99 0.87 0.99 0.99
"2267" 0.99 0.91 0.99 0.99
"2268" 0.87 0.41 0.99 0.98
"2269" 0.83 0.37 0.99 0.99
"2270" 0.83 0.43 0.99 0.97
"2271" 0.72 0.26 0.99 0.95
"2272" 0.73 0.65 0.98 0.97
"2273" 0.53 0.88 0.76 0.95
"2274" 0.38 0.0329999999999999 0.89 0.4
"2275" 0.29 0.56 0.92 0.96
"2276" 0.17 0.12 0.84 0.8
"2277" 0.13 0.005 0.59 0.032
"2278" 0.15 0.014 0.59 0.082
"2279" 0.86 0.34 0.99 0.95
"2280" 0.51 0.0489999999999999 0.97 0.81
"2281" 0.9 0.68 0.9 0.69
"2282" 0.9 0.47 0.99 0.95
"2283" 0.0679999999999999 0.0539999999999999 0.41 0.34
"2284" 0.017 0.00600000000000001 0.024 0.00800000000000001
"2285" 0.32 0.71 0.58 0.84
"2286" 0.0529999999999999 0.0549999999999999 0.15 0.16
"2287" 0.017 0.003 0.015 0.003
"2288" 0.11 0.00800000000000001 0.41 0.0349999999999999
"2289" 0.2 0.21 0.74 0.76
"2290" 0.88 0.26 0.99 0.9
"2291" 0.078 0.028 0.89 0.79
"2292" 0.26 0.12 0.98 0.96
"2293" 0.2 0.092 0.93 0.88
"2294" 0.092 0.0419999999999999 0.89 0.83
"2295" 0.87 0.42 0.98 0.87
"2296" 0.34 0.00900000000000001 0.68 0.032
"2297" 0.98 0.088 0.96 0.0529999999999999
"2298" 0.84 0.094 0.96 0.51
"2299" 0.13 0.014 0.79 0.28
"2300" 0.23 0.02 0.92 0.56
"2301" 0.002 0.004 0.15 0.3
"2302" 0.098 0.013 0.98 0.9
"2303" 0.15 0.038 0.97 0.91
"2304" 0.018 0.13 0.089 0.48
"2305" 0.16 0.015 0.97 0.82
"2306" 0.81 0.084 0.99 0.84
"2307" 0.81 0.47 0.74 0.36
"2308" 0.9 0.78 0.76 0.53
"2309" 0.61 0.23 0.44 0.14
"2310" 0.17 0.0669999999999999 0.0349999999999999 0.014
"2311" 0.28 0.28 0.098 0.095
"2312" 0.13 0.015 0.027 0.004
"2313" 0.58 0.11 0.12 0.016
"2314" 0.63 0.25 0.59 0.23
"2315" 0.026 0.076 0.003 0.00800000000000001
"2316" 0.12 0.27 0.0289999999999999 0.0659999999999999
"2317" 0.08 0.55 0.0449999999999999 0.36
"2318" 0.25 0.00900000000000001 0.68 0.0479999999999999
"2319" 0.13 0.65 0.0329999999999999 0.24
"2320" 0.29 0.31 0.00900000000000001 0.01
"2321" 0.0659999999999999 0.32 0.002 0.00600000000000001
"2322" 0.61 0.84 0.1 0.32
"2323" 0.8 0.93 0.11 0.37
"2324" 0.79 0.87 0.11 0.2
"2325" 0.94 0.9 0.46 0.27
"2326" 0.97 0.91 0.53 0.23
"2327" 0.66 0.58 0.073 0.0519999999999999
"2328" 0.069 0.18 0.00700000000000001 0.016
"2329" 0.22 0.079 0.024 0.00900000000000001
"2330" 0.78 0.73 0.079 0.0559999999999999
"2331" 0.29 0.071 0.015 0.004
"2332" 0.54 0.85 0.019 0.088
"2333" 0.98 0.97 0.84 0.76
"2334" 0.19 0.19 0.013 0.013
"2335" 0.98 0.96 0.84 0.74
"2336" 0.82 0.41 0.17 0.027
"2337" 0.94 0.22 0.4 0.01
"2338" 0.11 0.1 0.00700000000000001 0.00600000000000001
"2339" 0.79 0.85 0.21 0.32
"2340" 0.94 0.96 0.79 0.85
"2341" 0.6 0.56 0.0539999999999999 0.0419999999999999
"2342" 0.71 0.66 0.18 0.13
"2343" 0.55 0.65 0.17 0.23
"2344" 0.39 0.25 0.22 0.13
"2345" 0.23 0.37 0.39 0.57
"2346" 0.46 0.54 0.61 0.69
"2347" 0.58 0.38 0.84 0.73
"2348" 0.44 0.31 0.74 0.63
"2349" 0.55 0.29 0.8 0.63
"2350" 0.79 0.54 0.89 0.72
"2351" 0.76 0.66 0.87 0.8
"2352" 0.57 0.62 0.52 0.57
"2353" 0.74 0.78 0.85 0.88
"2354" 0.69 0.74 0.83 0.86
"2355" 0.78 0.73 0.85 0.82
"2356" 0.43 0.39 0.47 0.43
"2357" 0.47 0.47 0.57 0.57
"2358" 0.3 0.53 0.58 0.78
"2359" 0.62 0.71 0.67 0.76
"2360" 0.7 0.53 0.72 0.55
"2361" 0.63 0.67 0.39 0.44
"2362" 0.35 0.43 0.47 0.56
"2363" 0.53 0.83 0.67 0.9
"2364" 0.74 0.38 0.88 0.65
"2365" 0.95 0.87 0.95 0.87
